,date,market_capitalisation,sent_usd,transactions,avg_transaction_value,median_transaction_value,avg_transaction_fee,median_transacation_fee,block_time,block_size,fee,difficulty,hashrate,mining_profitability,active_adresses,top_addresses,tweets,google_trends,price,CHFUSD=X,CL=F,CNY=X,EURUSD=X,GBPUSD=X,GC=F,JPY=X,^DJI,^FTSE,^GSPC,^IXIC
40,2010-08-26,246034,917.558,158,2.493,0.317,null,null,6.857,481.548,null,516.557,5452582474,124015,652,26.483,,0.0278,0.0644,0.9715340733528137,73.36000061035156,6.7895002365112305,1.26639986038208,1.5472211837768555,1235.4000244140625,84.68399810791016,9985.8095703125,5155.7998046875,1047.219970703125,2118.68994140625
41,2010-08-27,247093,1851,123,6.296,3.225,null,null,8.421,393.994,null,623.387,5839636296,94437,497,26.54,,0.0278,0.0645,0.9761812090873718,75.16999816894531,6.790200233459473,1.2706480026245117,1.5519996881484985,1236.0,84.34600067138672,10150.650390625,5201.60009765625,1064.5899658203125,2153.6298828125
42,2010-08-28,247836,1073,169,3.166,0.646,4.2E-10,null,8.471,526.465,2.6E-8,623.387,5537117890,99090,527,26.457,,0.0348,0.0646,,,,,,,,,,,
43,2010-08-29,247616,553.699,98,2.13,0.349,0.000151,null,8.889,332.691,0.00753,623.387,5039874543,103425,390,26.369,,0.0348,0.0644,,,,,,,,,,,
44,2010-08-30,249814,896.538,180,2.725,0.248,0.00013,null,9.664,590.483,0.00883,623.387,4706695827,102550,522,26.312,,null,0.0648,0.9721952676773071,74.69999694824219,6.788000106811523,1.2753963470458984,1.5533980131149292,1237.0999755859375,85.5009994506836,10009.73046875,,1048.9200439453125,2119.969970703125
45,2010-08-31,239749,2489,257,5.65,3.103,4.83E-5,null,7.826,895.864,0.00373,623.387,5304821005,107623,734,26.4,,0.0731,0.0621,0.9754765033721924,71.91999816894531,6.793300151824951,1.266592264175415,1.54659903049469,1248.300048828125,84.53199768066406,10014.7197265625,5225.2001953125,1049.3299560546875,2114.030029296875
46,2010-09-01,241850,1796,223,4.726,0.686,2.24E-5,null,9.172,813.592,0.00174,623.387,5349934742,91634,603,26.366,,0.0244,0.0625,0.9859015941619873,73.91000366210938,6.798799991607666,1.268729567527771,1.5349900722503662,1246.300048828125,84.13999938964844,10269.4697265625,5366.39990234375,1080.2900390625,2176.840087890625
47,2010-09-02,241370,2161,165,6.731,3.119,null,null,9.231,526.974,null,623.387,4860204896,99823,543,26.355,,0.0244,0.0622,0.9852604269981384,75.0199966430664,6.800899982452393,1.2802950143814087,1.5448071956634521,1251.5,84.40699768066406,10320.099609375,5371.0,1090.0999755859375,2200.010009765625
48,2010-09-03,236898,1819,155,5.702,6.163,null,null,8.78,426.171,null,623.387,4951727104,100891,500,26.344,,null,0.0609,0.9873617887496948,74.5999984741211,6.796000003814697,1.2825939655303955,1.5395984649658203,1249.199951171875,84.25,10447.9296875,5428.2001953125,1104.510009765625,2233.75
49,2010-09-04,240865,1856,93,6.774,6.166,null,null,7.956,328.414,null,623.387,5366881132,104237,451,26.361,,null,0.0618,,,,,,,,,,,
50,2010-09-05,242245,8510,146,27.365,3.103,4.25E-6,null,8.727,465.139,0.000258,623.387,5351068779,95627,548,26.434,,null,0.062,,,,,,,,,,,
51,2010-09-06,243246,4699,120,16.902,3.108,5.18E-11,null,9.114,424.88,2.93E-9,623.387,5095396019,96359,511,26.402,,0.0278,0.0622,0.9839614629745483,,6.793300151824951,1.28940749168396,1.544998049736023,,84.43000030517578,,5439.2001953125,,
52,2010-09-07,240403,1118,122,3.965,3.065,null,null,9,386.781,null,623.387,4781518950,102562,403,26.365,,null,0.0613,0.9898049831390381,74.08999633789062,6.7769999504089355,1.2868356704711914,1.5395036935806274,1257.300048828125,84.12000274658203,10340.6904296875,5407.7998046875,1091.8399658203125,2208.889892578125
53,2010-09-08,241680,1085,174,3.202,0.109,7.07E-11,null,8.727,479.806,4.72E-9,696.613,5497292943,92295,545,26.296,,null,0.0615,0.9891196489334106,74.66999816894531,6.781099796295166,1.2677966356277466,1.53487229347229,1255.5999755859375,83.73200225830078,10387.009765625,5429.7001953125,1098.8699951171875,2228.8701171875
54,2010-09-09,240631,2088,189,6.444,3.055,3.56E-5,null,10.667,633.726,0.00279,712.885,5428655621,75979,514,26.265,,0.0244,0.0611,0.9891196489334106,74.25,6.7866997718811035,1.2732040882110596,1.5473887920379639,1248.9000244140625,83.94999694824219,10415.240234375,5494.2001953125,1104.1800537109375,2236.199951171875
55,2010-09-10,242208,870.212,183,2.417,0.307,3.36E-11,null,8.136,480.203,2.22E-9,712.885,5652888035,96126,541,26.25,,null,0.0614,0.985027551651001,76.44999694824219,6.772799968719482,1.269309401512146,1.5425909757614136,1244.5,83.93000030517578,10462.76953125,5501.60009765625,1109.550048828125,2242.47998046875
56,2010-09-11,248207,641.512,145,2.103,0.245,null,null,9,424.7,null,712.885,5964655844,84203,433,26.207,,null,0.0628,,,,,,,,,,,
57,2010-09-12,244827,1147,202,3.028,0.0788,4.59E-5,null,8.136,619.424,0.00318,712.885,6141554977,89056,711,26.27,,null,0.0618,,,,,,,,,,,
58,2010-09-13,246505,7275,265,16.686,0.745,2.34E-11,null,8.421,695.836,1.92E-9,712.885,6233335266,85159,718,26.115,,null,0.0621,0.9807383418083191,77.19000244140625,6.7606000900268555,1.2716983556747437,1.5370900630950928,1245.0999755859375,84.30699920654297,10544.1298828125,5565.5,1121.9000244140625,2285.7099609375
59,2010-09-14,246678,1878,221,4.429,3.1,2.69E-6,null,7.094,517.32,0.000182,712.885,6566059092,95834,664,26.035,,null,0.062,0.9921619296073914,76.80000305175781,6.74970006942749,1.2872000932693481,1.5428051948547363,1269.699951171875,83.68099975585938,10526.490234375,5567.39990234375,1121.0999755859375,2289.77001953125
60,2010-09-15,245133,2453,261,5.704,2.144,null,null,8.521,686.669,null,712.885,6449596169,80509,662,25.982,,0.0244,0.0615,1.0046212673187256,76.0199966430664,6.736000061035156,1.2991737127304077,1.5533980131149292,1266.699951171875,83.0479965209961,10572.73046875,5555.60009765625,1125.0699462890625,2301.320068359375
61,2010-09-16,247451,2141,219,4.887,3.095,null,null,6.575,470.575,null,712.885,6880790711,98507,685,26.084,,null,0.0619,0.9979143738746643,74.56999969482422,6.729499816894531,1.3015071153640747,1.563403844833374,1271.9000244140625,85.69999694824219,10594.830078125,5540.10009765625,1124.6600341796875,2303.25
62,2010-09-17,240293,4514,153,12.503,2.997,null,null,6.923,645.538,null,712.885,7767563974,80260,1003,26.667,,0.0278,0.0599,0.9847947955131531,73.66000366210938,6.7144999504089355,1.3075997829437256,1.5628174543380737,1275.5999755859375,85.8479995727539,10607.849609375,5508.5,1125.5899658203125,2315.610107421875
63,2010-09-18,241137,2617,162,6.56,3,6.67E-5,null,6.076,371.608,0.00374,712.885,7924001966,89729,562,26.714,,0.0313,0.06,,,,,,,,,,,
64,2010-09-19,249124,3160,146,8.902,5.014,null,null,6.89,428.684,null,893.316,9938049965,64989,654,26.852,,null,0.0618,,,,,,,,,,,
65,2010-09-20,250962,2580,262,5.549,0.745,null,null,7.094,611.389,null,917.831,9484313063,66459,705,26.904,,0.0487,0.0621,0.9906384944915771,74.86000061035156,6.716899871826172,1.3043931722640991,1.5646023750305176,1279.0,85.69000244140625,10753.6201171875,5602.5,1142.7099609375,2355.830078125
66,2010-09-21,254732,1742,638,2.151,0.156,9.86E-12,null,8.372,1474,1.48E-9,917.831,8637197672,62604,1216,26.87,,null,0.0629,0.995322048664093,73.5199966430664,6.703800201416016,1.3066941499710083,1.5548230409622192,1272.4000244140625,85.7020034790039,10761.0302734375,5576.2001953125,1139.780029296875,2349.35009765625
67,2010-09-22,252735,2782,499,4.133,0.0361,null,null,8.276,1163,null,917.831,7824661385,69214,1039,26.8,,null,0.0623,1.002807855606079,74.70999908447266,6.696700096130371,1.3256973028182983,1.5616947412490845,1290.199951171875,85.11299896240234,10739.3095703125,5551.89990234375,1134.280029296875,2334.550048828125
68,2010-09-23,253093,7875,421,12.023,1.057,null,null,6.154,752.632,null,917.831,9124979268,79759,1049,27.009,,null,0.0622,1.0135819911956787,75.18000030517578,6.693999767303467,1.3391003608703613,1.5646023750305176,1294.300048828125,84.4800033569336,10662.419921875,5547.10009765625,1124.8299560546875,2327.080078125
69,2010-09-24,253576,1202,273,2.399,1.199,null,null,6.316,532.197,null,917.831,10721684791,66077,807,27.064,,0.0522,0.0621,1.0149192810058594,76.48999786376953,,1.331912636756897,1.56788969039917,1296.0,84.51000213623047,10860.259765625,5598.5,1148.6700439453125,2381.219970703125
70,2010-09-25,254162,1860,325,3.497,0.0528,null,null,6.957,696.256,null,917.831,10097932369,63666,825,27.186,,0.0313,0.0621,,,,,,,,,,,
71,2010-09-26,254415,1394,195,3.486,0.238,null,null,7.024,504.649,null,917.831,9216289562,68976,623,27.264,,0.0591,0.062,,,,,,,,,,,
72,2010-09-27,255503,2073,374,3.439,0.139,3.32E-6,null,6.288,876.672,0.000282,917.831,10109067877,70371,1269,27.629,,0.0244,0.0621,1.015671730041504,76.5199966430664,6.693999767303467,1.3479087352752686,1.5831050872802734,1296.699951171875,84.31600189208984,10812.0400390625,5573.39990234375,1142.1600341796875,2369.77001953125
73,2010-09-28,255390,5057,279,10.302,2.441,0.00032,null,6.792,1141,0.0239,978.335,10792251626,60835,1699,28.762,,0.0244,0.0619,1.0146104097366333,76.18000030517578,6.682300090789795,1.3439054489135742,1.5810027122497559,1306.5999755859375,84.2750015258789,10858.1396484375,5578.39990234375,1147.699951171875,2379.590087890625
74,2010-09-29,256150,5810,811,5.974,6.445,null,null,8.78,2119,null,1319,12581521704,40379,1198,28.753,,0.0731,0.062,1.024275302886963,77.86000061035156,6.6809000968933105,1.3570915460586548,1.5803030729293823,1308.5,83.89199829101562,10835.2802734375,5569.2998046875,1144.72998046875,2376.56005859375
75,2010-09-30,256099,2573,219,7.048,1.203,null,null,9.863,671.959,null,1319,9631931793,46853,638,28.677,,null,0.0618,1.0238558053970337,79.97000122070312,6.678400039672852,1.3628062009811401,1.57957923412323,1307.800048828125,83.76599884033203,10788.0498046875,5548.60009765625,1141.199951171875,2368.6201171875
76,2010-10-01,257006,3609,430,6.181,0.769,8.07E-5,null,9.351,1024,0.00988,1319,10355743338,46051,847,28.642,,0.0455,0.0619,1.0163633823394775,81.58000183105469,6.68310022354126,1.3622123003005981,1.571659803390503,1316.0999755859375,83.56999969482422,10829.6796875,5592.89990234375,1146.239990234375,2370.75
77,2010-10-02,256278,22430,401,44.77,0.123,1.19E-6,null,14.4,1736,0.000194,1319,8247666129,37368,780,29.188,,0.0725,0.0616,,,,,,,,,,,
78,2010-10-03,254983,4640,255,12.309,5.207,1.87E-6,null,11.803,857.459,0.000188,1319,7256115406,51495,672,29.187,,0.0519,0.0613,,,,,,,,,,,
79,2010-10-04,255315,34053,254,83.668,17.413,2.39E-10,null,9.412,831.601,2.07E-8,1319,9131009174,51311,828,28.906,,0.036,0.0612,1.0245901346206665,81.47000122070312,6.679999828338623,1.377695083618164,1.582003116607666,1315.4000244140625,83.33300018310547,10751.26953125,5556.0,1137.030029296875,2344.52001953125
80,2010-10-05,256431,11895,245,32.061,14.832,null,null,11.429,920.071,null,1319,8948558152,43227,704,28.974,,0.0804,0.0614,1.0292301177978516,82.81999969482422,,1.367409110069275,1.5824286937713623,1338.9000244140625,83.50299835205078,10944.7197265625,5635.7998046875,1160.75,2399.830078125
81,2010-10-06,259976,7552,236,18.555,3.107,2.87E-10,null,8.421,629.673,2.2E-8,1319,9659237036,55017,692,28.912,,0.0402,0.0622,1.0351966619491577,83.2300033569336,6.679999828338623,1.3833937644958496,1.589142918586731,1346.4000244140625,83.19000244140625,10967.650390625,5681.39990234375,1159.969970703125,2380.659912109375
82,2010-10-07,272850,8292,180,24.387,12.715,null,null,9,587.513,null,1319,11044743033,47154,647,29.44,,0.0174,0.0651,1.0393929481506348,81.66999816894531,6.68179988861084,1.3920016288757324,1.5864957571029663,1333.9000244140625,82.96700286865234,10948.580078125,5662.10009765625,1158.06005859375,2383.669921875
83,2010-10-08,323006,11781,209,32.454,12.582,null,null,9.351,783.409,null,1319,10543606653,56175,813,29.631,,0.0314,0.0769,1.0356254577636719,82.66000366210938,6.679999828338623,1.3927963972091675,1.5880074501037598,1344.199951171875,82.37999725341797,11006.48046875,5657.60009765625,1165.1500244140625,2401.909912109375
84,2010-10-09,371894,16413,243,40.929,12.161,null,null,9.114,823.924,null,1319,10231600983,68255,750,29.871,,0.0775,0.0884,,,,,,,,,,,
85,2010-10-10,399357,11204,185,30.917,9.624,null,null,8.09,549.596,null,1319,10959330235,76946,623,30.084,,null,0.0948,,,,,,,,,,,
86,2010-10-11,392809,5102,183,14.918,6.284,5.54E-10,null,9.057,575.585,2.56E-8,1319,11095467774,66635,631,29.981,,null,0.093,1.0399551391601562,82.20999908447266,6.6620001792907715,1.3977607488632202,1.594870924949646,1353.300048828125,81.81999969482422,11010.33984375,5672.39990234375,1165.3199462890625,2402.330078125
87,2010-10-12,399684,7374,197,20.949,4.115,null,null,9.29,617.742,null,1363,10886289472,67239,646,29.971,,null,0.0945,1.0371291637420654,81.66999816894531,6.658999919891357,1.3880213499069214,1.5892945528030396,1345.699951171875,82.08899688720703,11020.400390625,5661.60009765625,1169.77001953125,2417.919921875
88,2010-10-13,417586,11254,188,30.917,4.925,0.000183,null,8.182,788.705,0.0077,1378,11389933710,76105,926,30.109,,0.0159,0.0985,1.0447355508804321,83.01000213623047,6.6645002365112305,1.3916915655136108,1.5811026096343994,1369.5,81.77999877929688,11096.080078125,5747.39990234375,1178.0999755859375,2441.22998046875
89,2010-10-14,438632,18369,162,50.052,92.925,null,null,7.024,487.815,null,1378,12828600160,82496,634,30.282,,0.0317,0.103,1.0440592765808105,82.69000244140625,6.656000137329102,1.3967260122299194,1.5905078649520874,1376.699951171875,81.7979965209961,11094.5703125,5727.2001953125,1173.81005859375,2435.3798828125
90,2010-10-15,436496,15013,151,45.771,62.283,null,null,8.136,450.746,null,1378,13231141686,68560,581,30.194,,0.0159,0.103,1.049306869506836,81.25,6.643400192260742,1.4072020053863525,1.6006401777267456,1371.0999755859375,81.47000122070312,11062.7802734375,5703.39990234375,1176.18994140625,2468.77001953125
91,2010-10-16,428869,19918,183,45.166,118.54,null,null,5.581,487.981,null,1378,14772707236,87760,933,30.373,,0.0502,0.101,,,,,,,,,,,
92,2010-10-17,436585,11066,187,24.215,25.5,null,null,5.333,406.5,null,1378,19181748985,71787,752,30.401,,0.0442,0.102,,,,,,,,,,,
93,2010-10-18,440968,22342,330,38.587,15.405,6.22E-6,null,5.783,653.683,0.000282,1378,17870719558,71548,947,30.578,,0.0159,0.103,1.0433948040008545,83.08000183105469,6.63100004196167,1.3964334726333618,1.5979036092758179,1371.199951171875,81.37799835205078,11143.6904296875,5742.5,1184.7099609375,2480.659912109375
94,2010-10-19,424161,26165,668,28.317,3.94,null,null,5.625,1084,null,1378,16322160651,77245,1408,30.377,,0.028,0.0985,1.0428507328033447,79.48999786376953,6.634200096130371,1.3935922384262085,1.589395523071289,1335.0999755859375,81.197998046875,10978.6201171875,5703.89990234375,1165.9000244140625,2436.949951171875
95,2010-10-20,429740,19866,449,27.863,4.975,null,null,5.455,787.659,null,1378,17431259660,75347,1183,30.434,,0.0862,0.0995,1.0301843881607056,81.7699966430664,6.6346001625061035,1.3739094734191895,1.5703023672103882,1343.300048828125,81.54199981689453,11107.9697265625,5728.89990234375,1178.1700439453125,2457.389892578125
96,2010-10-21,442318,19022,366,34.459,5.105,2.17E-6,null,7.742,890.903,0.000126,1962,23556942545,40308,994,30.415,,0.0719,0.102,1.039717197418213,80.55999755859375,6.640500068664551,1.3963165283203125,1.5845098495483398,1324.699951171875,81.05500030517578,11146.5703125,5757.89990234375,1180.260009765625,2459.669921875
97,2010-10-22,456965,13623,448,22.629,1.119,null,null,9.351,1182,null,2149,17372529323,46652,972,30.442,,0.042,0.105,1.0333781242370605,81.69000244140625,6.638800144195557,1.3916915655136108,1.571190595626831,1324.4000244140625,81.30000305175781,11132.5595703125,5741.39990234375,1183.0799560546875,2479.389892578125
98,2010-10-23,464277,4606,342,8.909,2.167,1.56E-5,null,8.229,821.537,0.000864,2149,18192620874,51343,835,30.449,,0.0503,0.107,,,,,,,,,,,
99,2010-10-24,485933,11685,347,21.169,1.394,null,null,7.024,707.171,null,2149,19224996154,59450,851,30.427,,0.0676,0.112,,,,,,,,,,,
100,2010-10-25,485067,16656,207,40.625,84.172,null,null,7.094,575.99,null,2149,22446334888,50213,752,30.432,,0.0423,0.111,1.0230283737182617,82.5199966430664,6.64900016784668,1.3944084644317627,1.56788969039917,1338.300048828125,81.30899810791016,11164.0498046875,5752.0,1185.6199951171875,2490.85009765625
101,2010-10-26,620193,25686,277,49.589,96.889,null,null,5.975,554.826,null,2149,24245320081,70400,866,30.586,,0.0402,0.142,1.0288488864898682,82.55000305175781,6.648200035095215,1.3948947191238403,1.570968508720398,1338.0,80.82499694824219,11169.4599609375,5707.2998046875,1185.6400146484375,2497.2900390625
102,2010-10-27,743514,34177,355,60.185,101.61,null,null,6.761,828.333,null,2149,24673808205,73097,1117,30.682,,0.0402,0.169,1.0162187814712524,81.94000244140625,6.651500225067139,1.3854252099990845,1.5850121974945068,1322.199951171875,81.33699798583984,11126.2802734375,5646.0,1182.449951171875,2503.260009765625
103,2010-10-28,786908,33547,267,69.027,94.853,null,null,6.575,647.174,null,2149,22635364148,86496,998,30.612,,0.0402,0.179,1.01032555103302,82.18000030517578,6.669400215148926,1.377808928489685,1.5774115324020386,1342.0999755859375,81.67900085449219,11113.9501953125,5677.89990234375,1183.780029296875,2507.3701171875
104,2010-10-29,815999,15920,244,34.089,9.248,null,null,6.457,648.83,null,2149,24508588090,84142,848,30.493,,0.0333,0.185,1.01032555103302,81.43000030517578,6.676499843597412,1.377808928489685,1.5774115324020386,1357.0999755859375,81.67900085449219,11118.490234375,5675.2001953125,1183.260009765625,2507.409912109375
105,2010-10-30,854774,11303,174,26.534,18.797,null,null,5.714,394.782,null,2186,25679308021,94821,659,30.451,,0.0363,0.193,,,,,,,,,,,
106,2010-10-31,857209,12543,128,40.857,11.89,null,null,8.045,460.128,null,3092,33176750230,52133,572,30.533,,0.071,0.193,,,,,,,,,,,
107,2010-11-01,862272,8198,174,23.356,0.97,null,null,8.136,500.271,null,3092,27080073783,63401,597,30.524,,0.0317,0.194,1.0182262659072876,82.94999694824219,6.660699844360352,1.397506833076477,1.6048015356063843,1350.199951171875,80.40599822998047,11124.6201171875,5694.60009765625,1184.3800048828125,2504.840087890625
108,2010-11-02,859090,12061,110,42.172,52.878,null,null,8.182,368.341,null,3092,27172132651,62473,458,30.554,,0.0603,0.193,1.0081660747528076,83.9000015258789,6.6828999519348145,1.3910914659500122,1.6059871912002563,1356.4000244140625,80.55899810791016,11188.7197265625,5757.39990234375,1193.5699462890625,2533.52001953125
109,2010-11-03,863242,11023,157,31.766,9.673,null,null,7.579,440.447,null,3092,29004124581,63363,574,30.49,,0.0603,0.193,1.0210332870483398,84.69000244140625,6.668600082397461,1.4036072492599487,1.6032320261001587,1337.0999755859375,80.66799926757812,11215.1298828125,5749.0,1197.9599609375,2540.27001953125
110,2010-11-04,958988,33615,141,98.32,32.168,null,null,7.164,432.716,null,3092,29891411212,72102,607,30.486,,0.0285,0.214,1.0288065671920776,86.48999786376953,6.665200233459473,1.4127286672592163,1.6106950044631958,1382.699951171875,81.05000305175781,11434.83984375,5862.7998046875,1221.06005859375,2577.340087890625
111,2010-11-05,1053471,9874,223,22.34,5.312,null,null,6.575,624.639,null,3092,32355635057,79547,835,30.533,,0.0666,0.235,1.0439612865447998,86.8499984741211,6.652299880981445,1.422798991203308,1.6276041269302368,1397.300048828125,80.7760009765625,11444.080078125,5875.39990234375,1225.8499755859375,2578.97998046875
112,2010-11-06,1464669,41250,176,104.697,16.3,null,null,6.606,447.642,null,3092,32279453499,110082,596,30.607,,null,0.326,,,,,,,,,,,
113,2010-11-07,1823996,36350,210,80.598,20.25,null,null,5.975,447.195,null,3092,36852561920,132425,690,30.518,,0.0381,0.405,,,,,,,,,,,
114,2010-11-08,1329677,147061,240,285.555,32.063,0.00102,null,5.236,763.556,0.013,3092,39015202980,103778,1571,31.205,,0.0444,0.294,1.0412328243255615,87.05999755859375,6.6458001136779785,1.407578468322754,1.6209557056427002,1402.800048828125,81.13999938964844,11406.83984375,5850.0,1223.25,2580.050048828125
115,2010-11-09,1073503,12260,192,29.997,11.85,null,null,6.636,465.521,null,3671,47070489705,54630,648,31.151,,0.0444,0.237,1.0338054895401,86.72000122070312,6.671199798583984,1.3869625329971313,1.6116294860839844,1409.800048828125,81.08999633789062,11346.75,5875.2001953125,1213.4000244140625,2562.97998046875
116,2010-11-10,1021590,13173,194,33.181,22.5,null,null,7.094,468.025,null,4536,43573696532,52411,651,30.984,,0.0317,0.225,1.0327378511428833,87.80999755859375,6.633500099182129,1.377201795578003,1.600000023841858,1399.0999755859375,81.58300018310547,11357.0400390625,5816.89990234375,1218.7099609375,2578.780029296875
117,2010-11-11,1030700,9427,176,23.865,18.914,null,null,6.575,429.356,null,4536,50851677595,48773,601,30.914,,0.0476,0.227,1.0303542613983154,87.80999755859375,6.624499797821045,1.3775622844696045,1.6122270822525024,1403.0999755859375,82.2040023803711,11283.099609375,5815.2001953125,1213.5400390625,2555.52001953125
118,2010-11-12,1133761,8374,117,29.278,27.775,null,null,8.521,386.84,null,4536,42843968338,49021,456,30.889,,null,0.249,1.024275302886963,84.87999725341797,6.614999771118164,1.3621008396148682,1.610565423965454,1365.4000244140625,82.41000366210938,11192.580078125,5796.89990234375,1199.2099609375,2518.2099609375
119,2010-11-13,1286441,10727,120,31.274,14.075,null,null,6.457,364.704,null,4536,43880907479,71528,579,30.765,,0.0381,0.282,,,,,,,,,,,
120,2010-11-14,1271347,9828,160,23.626,7.216,null,null,5.625,479.965,null,4536,54684480053,64959,901,30.854,,0.0381,0.278,,,,,,,,,,,
121,2010-11-15,1256983,71680,4671,14.717,7.199,2.81E-5,null,7.2,8706,0.00501,4536,50114217455,54602,4396,30.8,,0.232,0.274,1.021346092224121,84.86000061035156,6.628200054168701,1.3693190813064575,1.6129032373428345,1368.4000244140625,82.47000122070312,11201.9697265625,5820.39990234375,1197.75,2513.820068359375
122,2010-11-16,1130948,25653,8908,10.199,12.283,null,null,7.31,10873,null,4536,43347571863,55820,3365,30.76,,0.0761,0.246,1.0151253938674927,82.33999633789062,6.6331000328063965,1.357478380203247,1.6043124198913574,1338.300048828125,83.16200256347656,11023.5,5681.89990234375,1178.3399658203125,2469.840087890625
123,2010-11-17,1044784,14059,188,32.319,18.682,null,null,5.83,424,null,4536,52089200697,53690,675,30.836,,0.0444,0.226,1.0037137269973755,80.44000244140625,6.629499912261963,1.3490543365478516,1.5887137651443481,1336.800048828125,83.37999725341797,11007.8798828125,5692.60009765625,1178.5899658203125,2476.010009765625
124,2010-11-18,1133163,14560,1237,9.755,0.0147,null,null,5.603,1294,null,4917,63645206178,49456,632,30.77,,0.0476,0.245,1.0093872547149658,81.8499984741211,6.633299827575684,1.355399250984192,1.5921032428741455,1352.9000244140625,83.0999984741211,11181.23046875,5768.7001953125,1196.68994140625,2514.39990234375
125,2010-11-19,1271768,14856,9482,1.548,0.00274,2.31E-6,null,9.6,14500,0.00108,6867,68811370966,29881,641,30.735,,0.0634,0.274,1.0046212673187256,81.51000213623047,6.6234002113342285,1.365728497505188,1.605188012123108,1352.199951171875,83.54000091552734,11203.5498046875,5732.7998046875,1199.72998046875,2518.1201171875
126,2010-11-20,1307999,44762,9615,4.603,0.00282,2.93E-5,null,12.414,18970,0.0174,6867,42304498447,38601,784,30.857,,0.0571,0.282,,,,,,,,,,,
127,2010-11-21,1286487,34823,9904,3.47,0.00277,2.9E-5,null,10.286,16354,0.0151,6867,45902824334,42176,758,30.839,,0.0381,0.277,,,,,,,,,,,
128,2010-11-22,1305266,8797,180,25.649,14.909,0.000872,null,8.834,546.804,0.0131,6867,52328619860,43635,624,30.826,,0.0285,0.28,1.0078409910202026,81.73999786376953,6.627999782562256,1.3744381666183472,1.6004352569580078,1357.699951171875,83.48500061035156,11178.580078125,5680.7998046875,1197.8399658203125,2532.02001953125
129,2010-11-23,1319591,12053,201,35.347,14.614,0.000675,null,10.286,672.486,0.0116,6867,51384598983,38518,660,30.903,,0.0603,0.283,1.012330174446106,81.25,6.632299900054932,1.3601926565170288,1.5946674346923828,1377.5,83.29000091552734,11036.3701171875,5581.2998046875,1180.72998046875,2494.949951171875
130,2010-11-24,1322715,10919,3759,2.776,0.00283,1.43E-5,null,8.136,5420,0.00225,6867,56362618925,44433,963,31.016,,0.0634,0.283,1.0034116506576538,83.86000061035156,6.634300231933594,1.3386342525482178,1.580502986907959,1372.9000244140625,83.26899719238281,11187.2802734375,5657.10009765625,1198.3499755859375,2543.1201171875
131,2010-11-25,1317164,14232,4802,2.856,0.0844,null,null,7.956,9437,null,6867,54446529924,46749,912,31.079,,null,0.281,1.0056315660476685,,6.644000053405762,1.3357912302017212,1.579005479812622,,83.5199966430664,,5698.89990234375,,
132,2010-11-26,1321797,25099,1120,19.103,1.408,9.31E-5,null,7.423,1833,0.00447,6867,67425767018,40527,1197,31.085,,0.133,0.282,1.0,,6.639500141143799,1.3339736461639404,1.5759695768356323,,83.62999725341797,11091.8701171875,5668.7001953125,1189.4000244140625,2534.56005859375
133,2010-11-27,1333957,6888,265,15.479,2.428,2.14E-5,null,8,664.289,0.000373,6867,65849479831,38775,822,31.053,,0.0761,0.284,,,,,,,,,,,
134,2010-11-28,1302591,6714,282,14.789,4.165,null,null,8.372,634.238,null,6867,57569464040,41305,706,31.047,,0.0381,0.277,,,,,,,,,,,
135,2010-11-29,1200902,8827,245,19.442,3.341,3.12E-5,null,6.89,611.005,0.000532,6867,66016916855,40278,900,31.002,,0.0888,0.254,0.9972078204154968,85.7300033569336,6.6579999923706055,1.3238019943237305,1.559016466140747,1366.0,84.15699768066406,11052.490234375,5551.0,1187.760009765625,2525.219970703125
136,2010-11-30,1036117,13088,252,28.829,2.191,8.69E-6,null,7.129,564.658,0.000178,7167,76929526491,28759,797,31.141,,0.133,0.219,0.9989012479782104,84.11000061035156,6.6504998207092285,1.3103927373886108,1.5556211471557617,1385.0,84.25399780273438,11006.01953125,5528.2998046875,1180.550048828125,2498.22998046875
137,2010-12-01,1035723,12027,324,23.491,3.949,2.7E-5,null,7.66,788.479,0.000672,8078,72899818026,28174,1109,31.328,,0.0888,0.219,0.9974067807197571,86.75,6.657100200653076,1.2992074489593506,1.5568078756332397,1387.300048828125,83.6780014038086,11255.7802734375,5642.5,1206.0699462890625,2549.429931640625
138,2010-12-02,1147016,14793,272,32.159,3.737,5.33E-5,null,7.66,615.58,0.00108,8078,78406952216,28953,812,31.576,,0.0603,0.242,0.9971083998680115,88.0,6.653200149536133,1.3124909400939941,1.561036467552185,1388.5,84.12300109863281,11362.41015625,5767.60009765625,1221.530029296875,2579.35009765625
139,2010-12-03,1192236,6910,195,17.995,2.831,1.28E-5,null,7.619,604.603,0.000208,8078,76525043468,30937,881,31.814,,0.0793,0.251,1.007353663444519,89.19000244140625,6.651299953460693,1.3215975761413574,1.5590895414352417,1405.4000244140625,83.7490005493164,11382.08984375,5745.2998046875,1224.7099609375,2591.4599609375
140,2010-12-04,1096732,14997,189,35.879,2.013,1.33E-5,null,6.288,498.55,0.000211,8078,85742230088,30714,729,31.866,,0.0761,0.23,,,,,,,,,,,
141,2010-12-05,979869,4392,195,10.121,1.353,3.15E-5,null,6.025,408.146,0.000559,8078,93193339952,26287,695,31.896,,0.0729,0.205,,,,,,,,,,,
